date,label_actual,label_predicted,value,content
2021-03-22 07:10:55,,NEUTRAL,0.7453607320785522,Es la reacción de la vacuna Pfizer y el amor hacia la represora romo que lo pone alterado al USURERO
2021-03-26 01:40:45,,NEGATIVE,0.7392306923866272,"- ""Más de 576 fueron convocados para la de en"
2021-04-03 16:34:05,,NEGATIVE,0.9795829653739929,"Por qué no traen a Ecuador está vacuna? Motivos políticos, económicos o de salud?"
2021-06-22 18:42:22,,NEGATIVE,0.6619711518287659,"Se ponen escogedores con la vacuna, por que no te van a dejar entrar a otros países, 🤣🤣🤣 no viajan ni a un púeblito de mi lindo Ecuador y andan hechos los adefeciosos. Vacunate se responsable."
2021-07-07 16:17:12,,NEUTRAL,0.9617791175842285,"📍Manta | ¡Ecuador se reactiva con la vacuna! 🇪🇨Este miércoles, 9 empresas empezaron la inoculación a sus colaboradores. El viceministro de Acuacultura y Pesca, participa del inicio del Plan de Vacunación del Sector Estratégico. 💪"
2021-03-02 00:57:17,,NEUTRAL,0.9810398817062378,Espol anunció que Ecuador cuenta con un prototipo de vacuna contra el covid-19. Y se prevé que en los próximos meses empiece la fase de pruebas con el apoyo del INSPI y ESPE El estudio permitirá estar listos ante posible cambio  en la secuencia genética de SARS-CoV-2
2021-08-01 23:30:00,,NEGATIVE,0.5935842394828796,| Consumo de alcohol y vacuna: ¿Qué hacer antes y después?  👉🏻
2021-04-05 17:20:23,,NEUTRAL,0.5622240304946899,"Qué El Ecuador tenga la sola posibilidad de elegir entre un Señor y un s.a.b.i.d.o, hace pensar que estamos peor que contagiados con una quinta cepa de Covid 19. La vacuna es el VOTO."
2021-03-30 21:00:00,,NEUTRAL,0.839857816696167,"😷 ¿Qué pasa con el clima en Ecuador? ¿Cuáles son los mitos alrededor de la vacuna? Estos y otros temas en DIALOGUEMOS TV , la alianza entre la Academia y la Comunidad.  👉📺 ¡Próximamente por la señal de !"
2021-07-20 15:11:33,,NEUTRAL,0.9720215201377869,"Yo nooooooooooooo quiero vacuna.  Es MI DERECHO Y LA CONSTITUCIÓN ME RESPALDA. AL CARAJO LAS PERSONAS QUE QUIERAN OBLIGARNOS, QUÉ SE VAYAN A LEER LAS LEYES SUPREMAS."
2021-03-15 17:26:23,,NEUTRAL,0.9207461476325989,Todos intentando abrir esa pag del MPS para inscribirse en la vacuna mientras el gobierno vacunando a sus panas
