date,label_actual,label_predicted,value,content
2021-03-22 07:10:55,NEUTRAL,NEUTRAL,0.9822439551353455,Es la reacción de la vacuna Pfizer y el amor hacia la represora romo que lo pone alterado al USURERO
2021-03-26 01:40:45,NEUTRAL,NEUTRAL,0.9827502965927124,"- ""Más de 576 fueron convocados para la de en"
2021-04-03 16:34:05,NEUTRAL,NEGATIVE,0.9996919631958008,"Por qué no traen a Ecuador está vacuna? Motivos políticos, económicos o de salud?"
2021-06-22 18:42:22,NEGATIVE,NEGATIVE,0.9777432680130005,"Se ponen escogedores con la vacuna, por que no te van a dejar entrar a otros países,  cara_revolviéndose_de_la_risa  cara_revolviéndose_de_la_risa  cara_revolviéndose_de_la_risa  no viajan ni a un púeblito de mi lindo Ecuador y andan hechos los adefeciosos. Vacunate se responsable."
2021-07-07 16:17:12,POSITIVE,NEGATIVE,0.6724233031272888," chincheta_redonda Manta | ¡Ecuador se reactiva con la vacuna!  bandera_ecuador Este miércoles, 9 empresas empezaron la inoculación a sus colaboradores. El viceministro de Acuacultura y Pesca, participa del inicio del Plan de Vacunación del Sector Estratégico.  bíceps_flexionado "
2021-03-02 00:57:17,POSITIVE,NEGATIVE,0.9930926561355591,Espol anunció que Ecuador cuenta con un prototipo de vacuna contra el covid-19. Y se prevé que en los próximos meses empiece la fase de pruebas con el apoyo del INSPI y ESPE El estudio permitirá estar listos ante posible cambio  en la secuencia genética de SARS-CoV-2
2021-08-01 23:30:00,NEUTRAL,NEUTRAL,0.999940037727356,| Consumo de alcohol y vacuna  ¿Qué hacer antes y después?   dorso_de_mano_con_índice_a_la_derecha_tono_de_piel_claro 
2021-04-05 17:20:23,NEGATIVE,NEGATIVE,0.9975538849830627,"Qué El Ecuador tenga la sola posibilidad de elegir entre un Señor y un s.a.b.i.d.o, hace pensar que estamos peor que contagiados con una quinta cepa de Covid 19. La vacuna es el VOTO."
2021-03-30 21:00:00,NEUTRAL,NEGATIVE,0.9997712969779968," cara_con_mascarilla_médica  ¿Qué pasa con el clima en Ecuador? ¿Cuáles son los mitos alrededor de la vacuna? Estos y otros temas en DIALOGUEMOS TV , la alianza entre la Academia y la Comunidad.   dorso_de_mano_con_índice_a_la_derecha  televisión  ¡Próximamente por la señal de !"
2021-07-20 15:11:33,NEGATIVE,NEGATIVE,1.000009536743164,"Yo nooooooooooooo quiero vacuna.  Es MI DERECHO Y LA CONSTITUCIÓN ME RESPALDA. AL CARAJO LAS PERSONAS QUE QUIERAN OBLIGARNOS, QUÉ SE VAYAN A LEER LAS LEYES SUPREMAS."
2021-03-15 17:26:23,NEUTRAL,NEUTRAL,0.9840657711029053,Todos intentando abrir esa pag del MPS para inscribirse en la vacuna mientras el gobierno vacunando a sus panas
2021-06-23 18:48:46,NEUTRAL,NEGATIVE,0.9987308382987976,Una sola dosis de vacuna de ARNm agrega protección contra el CoVID-19. La segunda dosis no agrega un cambio considerable.  Las 108.810 dosis de Pfizer que ingresaron al ecuador pueden resultar en 108.810 pacientes inmunizados! 
2021-03-15 15:07:15,NEUTRAL,NEUTRAL,1.0000038146972656,Así deben inscribirse a adultos mayores para recibir vacuna contra covid-19 en Ecuador INFORME 
2021-03-24 15:11:51,NEUTRAL,NEUTRAL,0.5117180347442627, bandera_españa España -28 millones de vacunas Covid más hasta Junio   bandera_italia Italia -Vuelve al confinamiento   bandera_francia Francia -Confina París por 1 mes para frenar contagios   bandera_suecia Suecia - Autoriza vacuna AstraZeneca para mayores de 65 años   bandera_ecuador Ecuador -Renuncian 4 Ministros de Salud en 1 año
2021-07-16 21:27:58,NEUTRAL,NEUTRAL,0.7195178270339966,"| Ecuador suma 925 nuevos casos de COVID-19 y acumula 473.647 durante la pandemia. Hasta la fecha, más de cinco millones de personas han recibido la primera dosis de la vacuna."
2021-03-18 18:54:28,NEUTRAL,NEUTRAL,0.9999990463256836,"""Estos son los pasos para inscribirse en la plataforma para recibir la vacuna contra el covid-19 en Ecuador"
2021-05-29 10:46:39,NEUTRAL,POSITIVE,0.5779895782470703,"Más vacunados es mejor para el mundo gracias a la Gran Nación, en algunos aeropuertos de USA están poniendo la vacuna Jhonson, los q pueden vayan xq en ecuador todavía está verde"
2021-05-25 19:52:56,NEUTRAL,NEUTRAL,0.8819199204444885,Hay alguna estadística de cuánta gente no desea la vacuna en Ecuador?
2021-07-07 18:58:34,NEUTRAL,NEGATIVE,0.8359972834587097,"En Finlandia, una enfermera se preocupa de optimizar el contenido de las ampollas de vacunas para poder vacunar a más personas. Lo comunica a sus jefes para propagar  En Ecuador, una enfermera pincha a una persona y no le inyecta el líquido de la vacuna. ¡Vayan a saber por qué!"
2021-04-26 22:21:16,POSITIVE,POSITIVE,0.9790990948677063,"Lassito por favor por el pais ayudanos con las vacunas, vacuna a todo el Ecuador lo mas pronto posible. gracias totales Dios te bendiga."
2021-03-15 15:24:44,NEUTRAL,POSITIVE,0.6066024303436279,"Desde este lunes 15 de marzo, las personas mayores de 65 años que aún no han recibido la de contra el en podrán registrarse en la página web"
2021-07-26 02:14:48,NEUTRAL,NEGATIVE,0.35872846841812134,"Que bueno q ya tenga su vacuna. Espero q no sea la SPUNITK V. Esa solo sirve para viajar a Uruguay , obvio Cuba , Venezuela, Ecuador , Bolivia y Perú"
2021-04-06 21:00:00,NEGATIVE,NEGATIVE,0.9501352310180664,Fanny Cevallos tuvo que esperar dos meses para conseguir la vacuna pentavalente para su hija. ¿Por qué hay escasez de vacunas para niños en el país? Lee la Escasez de vacunas para niños en Ecuador  no es culpa de la
2021-06-03 23:29:23,NEUTRAL,NEUTRAL,0.7722155451774597,Ya hay vacuna en ecuador para todos son importar edad ?
2021-04-10 01:04:33,NEGATIVE,NEGATIVE,0.999030351638794,"Pero aún no está aprobada esa vacuna, porqué no traen Pfizer, moderna. Astrazeneca que no venga a Ecuador."
2021-03-24 17:54:48,POSITIVE,NEUTRAL,0.6913169026374817,Más de 9.000 voluntarios en Ecuador para vacuna china -
2021-08-04 20:04:06,POSITIVE,POSITIVE,0.7822490930557251,"Además de Coronavac, vacuna mayoritaria en Chile y presente también en otros países de la región como Brasil, Colombia, Ecuador, México o Uruguay, la planta producirá dosis de preparados contra la influenza y la hepatitis."
2021-07-18 04:04:49,NEUTRAL,NEUTRAL,0.7860665917396545,"Muy acertadas las palabras del alcalde la mejor medida será el uso correcto de la mascarilla y más protocolos. La nueva variante está en Ecuador, por eso hay que acudir por la vacuna y seguir con los cuidados. chch"
2021-03-16 01:49:11,NEUTRAL,NEUTRAL,1.0000033378601074,"ATENCIÓN  Ecuador acaba de descubrir la primera contraindicación absoluta de la vacuna Prizer  ""Pacientes con proletariado crónico activo sin signos de apadrinamiento """
2021-05-20 04:35:10,NEUTRAL,NEUTRAL,0.770477831363678,Amigo ven a vacunarte acá. Cuando la vacuna llegue a ecuador será muy tarde.
2021-03-03 19:20:03,NEGATIVE,NEUTRAL,0.9954662322998047,"[VIDEO] | Más de 249,26 millones de personas a escala mundial ya han recibido, al menos, una dosis de la vacuna contra el Ecuador no llega ni al 1% de vacunación. »"
2021-08-05 22:15:00,POSITIVE,NEUTRAL,0.9986563324928284,| Ecuador y Rusia analizan establecer planta para la producción de la vacuna contra Sputnik »
2021-05-16 01:32:43,POSITIVE,NEUTRAL,0.9993689656257629,Daniel_RiosVE  aprueba el uso de la vacuna rusa contra el Sputnik V.
2021-03-12 04:17:09,NEUTRAL,NEUTRAL,1.0000100135803223,dona 95 mil dosis de vacuna antipoliomielítica al gobierno de
2021-06-11 17:10:03,POSITIVE,NEUTRAL,0.576304018497467,"| El gobierno de Ecuador anunció que comprará 6 millones de dosis de la vacuna CanSino contra el coronavirus, medida con la que espera cumplir la meta de inmunizar a nueve millones de personas en 100 días."
2021-06-11 09:37:11,NEGATIVE,NEGATIVE,0.9999628067016602,Da lástima ver que correistas descarados aun persiven sueldos pagados por el pueblo. Definitivamente la sarna correista es una enfermedad a sido para el Ecuador tan dificil de salir como el Sars! Pero no solo se hay full contagiados si no que no hay vacuna para la idiotez
2021-06-08 17:38:05,POSITIVE,NEUTRAL,0.9981871843338013,Una buena noticia en el combate a la pandemia en Ecuador  6 millones de dosis de la vacuna china de CanSino llegarán a Ecuador vía
2021-03-24 18:03:03,NEUTRAL,NEUTRAL,0.9311961531639099, balón_de_fútbol  Responde a nuestra encuesta de hoy  cara_pensativa ¿Estarías de acuerdo con que retorne el público los estadios en a pesar de no contar con la vacuna aún ?   televisión  No te pierdas  trofeo  desde las 13h45 con y
2021-07-12 23:24:27,NEGATIVO,NEGATIVE,0.9892764091491699,"En CHILE fueron los pasajes del METRO...En ECUADOR los precios de la GASOLINA...En COLOMBIA la reforma TRIBUTARIA...FUE EL ESPEJISMO DE LOS COMUNISTAS PARA TOMARSE...""EL PODER""...EN CUBA SERA LA VACUNA QUE LOS SACARA DEL PODER...""Ojo por Ojo...Diente por Diente""FUERA COMUNISTAS!"
2021-03-19 17:01:55,NEUTRAL,NEUTRAL,0.9975728988647461,"La inestabilidad institucional en el tras otra de su titular, el ensayo clínico en con una vacuna el cronograma de vacunación en el el diseño de la papeleta  y temas marcan la presente agenda informativa."
2021-05-02 19:51:09,NEUTRAL,NEGATIVE,0.9881097674369812,"Si hay chance pero necesita la carta de la Farmacéutica aceptando dar vacunas,  el compromiso del Municipio que sean gratuitas y que sea una vacuna autorizada por Arcsa. Por ejemplo la Sputnik V aun no podría suministrarse en Ecuador"
2021-03-07 02:53:23,NEUTRAL,NEUTRAL,1.0000100135803223,Chile envía 40.000 dosis de vacuna Sinovac para personal médico de Ecuador y Paraguay
2021-04-24 04:06:50,NEUTRAL,NEUTRAL,0.9210265874862671,Síntomas leves se pueden presentar luego de recibir tu primera dosis de la vacuna contra el Covid-19. Sigue los canales oficiales del Ministerio Salud Ecuador y acude al médico solo cuando sea necesario.
2021-07-12 16:05:02,NEUTRAL,NEGATIVE,0.9628149271011353,"estimado Dr. tengo una pregunta quizás me pueda ayudar? Si me pongo la primera dosis acá en Ecuador (podría tocarme cualquier marca de vacuna q no hay en EEUU) y la segunda dosis tengo q hacerla en EEUU xq empiezo clases allá en Agosto, puedo combinar las vacunas?"
